timestamps,TP9,AF7,AF8,TP10,Right AUX
1587019725.623,48.340,34.180,30.273,46.387,88.379
1587019725.627,19.043,36.133,31.738,23.926,26.855
1587019725.631,-30.762,34.668,34.180,-23.438,24.414
1587019725.635,-3.418,33.691,32.715,-7.324,16.113
1587019725.639,58.105,34.668,28.809,48.340,38.086
1587019725.643,52.734,39.062,27.344,49.316,36.133
1587019725.647,-4.395,43.457,28.809,-7.324,7.812
1587019725.651,-5.371,45.898,26.855,-15.625,71.777
1587019725.655,63.965,41.992,21.973,36.621,49.316
1587019725.658,82.031,38.574,21.973,56.152,15.137
1587019725.662,17.090,43.457,29.297,12.207,31.250
1587019725.666,-7.324,46.387,29.785,-12.695,27.832
1587019725.670,52.246,43.457,24.902,29.297,43.457
1587019725.674,96.680,42.480,21.484,67.871,42.969
1587019725.678,50.293,47.363,24.414,35.156,16.113
1587019725.682,4.395,47.363,27.344,-1.465,19.043
1587019725.686,44.922,43.945,24.902,29.297,18.555
1587019725.690,89.355,42.969,25.879,78.125,34.180
1587019725.694,59.570,44.922,30.273,61.035,48.828
1587019725.697,1.465,43.457,26.855,10.742,31.250
1587019725.701,11.230,41.016,22.461,18.066,16.113
1587019725.705,72.754,36.621,22.461,67.871,35.156
1587019725.709,71.777,38.086,27.344,74.707,52.734
1587019725.713,14.160,41.504,34.668,26.855,41.016
1587019725.717,6.836,37.598,33.203,11.719,-8.301
1587019725.721,64.453,31.738,30.762,59.082,19.531
1587019725.725,84.473,30.273,33.203,85.449,45.410
1587019725.729,23.926,30.762,35.156,41.016,29.785
1587019725.733,-2.441,30.762,32.227,8.789,26.367
1587019725.737,50.781,27.344,27.832,41.504,33.203
1587019725.740,84.473,26.855,27.832,71.777,65.430
1587019725.744,32.715,29.785,31.738,38.086,30.273
1587019725.748,-16.602,30.273,32.227,-3.418,18.066
1587019725.752,18.555,28.809,32.227,15.625,2.441
1587019725.756,80.078,24.414,31.738,63.477,12.695
1587019725.760,61.523,26.367,35.156,55.176,32.227
1587019725.764,-1.465,28.809,35.156,2.441,10.742
1587019725.768,7.324,33.691,33.691,2.930,18.066
1587019725.772,63.965,31.738,31.738,54.688,24.902
1587019725.776,62.012,31.250,30.273,60.547,53.711
1587019725.780,1.953,35.156,39.062,5.859,29.785
1587019725.783,-8.301,37.109,40.527,-12.695,23.926
1587019725.787,50.293,34.668,36.133,35.645,31.738
1587019725.791,68.848,31.250,37.598,62.988,40.527
1587019725.795,19.043,34.180,41.504,20.996,-12.207
1587019725.799,-16.602,31.250,41.016,-14.648,-9.766
1587019725.803,27.344,27.832,36.133,18.066,17.090
1587019725.807,75.684,29.297,34.180,61.523,44.922
1587019725.811,34.180,32.227,36.133,33.691,70.801
1587019725.815,-17.090,33.203,37.598,-14.160,24.902
1587019725.819,9.766,26.855,37.109,5.859,-5.859
1587019725.822,59.082,25.391,36.133,58.594,57.617
1587019725.826,40.039,29.297,35.645,51.270,66.406
1587019725.830,-22.461,32.227,39.062,-2.930,20.996
1587019725.834,-13.672,31.250,36.621,-13.184,-5.859
1587019725.838,60.547,32.227,32.715,40.527,7.324
1587019725.842,73.242,34.180,36.133,61.523,59.082
1587019725.846,10.254,32.715,38.086,12.207,71.777
1587019725.850,-12.207,32.715,41.016,-9.766,16.113
1587019725.854,49.805,31.250,38.086,36.133,35.156
1587019725.858,81.055,30.762,32.227,66.895,55.176
1587019725.862,18.066,32.715,31.738,26.855,1.465
1587019725.865,-16.113,32.715,31.250,-8.789,6.836
1587019725.869,37.109,34.668,32.227,24.902,62.500
1587019725.873,83.984,32.715,29.785,71.289,39.062
1587019725.877,55.664,32.715,31.738,47.852,53.223
1587019725.881,-3.906,33.691,36.621,-2.930,41.504
1587019725.885,13.184,32.715,32.715,9.766,56.152
1587019725.889,69.336,31.250,30.273,65.918,82.031
1587019725.893,57.129,34.180,35.645,62.012,75.195
1587019725.897,-2.441,36.133,38.574,4.883,66.895
1587019725.901,-4.883,36.621,37.109,-5.371,7.324
1587019725.905,58.105,35.156,34.668,42.480,16.602
1587019725.908,66.895,32.227,35.645,62.500,30.762
1587019725.912,-3.418,33.203,39.551,13.672,11.719
1587019725.916,-31.250,30.762,35.645,-22.949,1.953
1587019725.920,31.738,31.250,33.691,21.973,37.598
1587019725.924,71.289,34.668,34.180,67.383,59.082
1587019725.928,19.531,30.762,33.691,30.273,75.195
1587019725.932,-19.531,34.180,35.645,-12.207,66.895
1587019725.936,30.762,37.598,34.668,14.160,26.855
1587019725.940,74.219,33.691,29.785,59.082,30.762
1587019725.944,44.434,34.180,32.227,41.504,40.039
1587019725.947,-6.836,36.133,38.574,-7.324,68.848
1587019725.951,5.371,32.715,38.086,2.441,39.551
1587019725.955,67.383,31.250,32.715,59.082,6.836
1587019725.959,63.965,32.227,29.297,64.453,70.801
1587019725.963,-3.906,35.156,33.203,11.230,10.254
1587019725.967,-6.836,33.691,34.668,-2.441,-4.883
1587019725.971,51.270,30.273,31.738,46.387,69.824
1587019725.975,69.336,32.227,29.297,68.359,79.102
1587019725.979,23.438,36.133,30.273,23.926,46.387
1587019725.983,-9.766,36.133,33.203,-6.348,3.906
1587019725.987,35.645,30.762,31.738,29.785,-11.230
1587019725.990,71.289,27.344,31.738,70.312,1.953
1587019725.994,25.879,28.809,33.691,36.133,11.719
1587019725.998,-16.113,30.273,37.109,-13.184,27.344
1587019726.002,18.555,29.297,36.133,10.742,59.570
1587019726.006,68.848,29.297,33.203,64.453,1.465
1587019726.010,47.363,28.320,36.621,53.711,36.621
1587019726.014,-2.441,30.273,38.574,3.906,86.914
1587019726.018,11.719,32.715,37.598,12.207,28.320
1587019726.022,73.730,30.273,35.156,70.312,16.602
1587019726.026,84.961,32.227,37.598,85.938,19.043
1587019726.030,22.461,37.598,41.504,34.180,55.664
1587019726.033,9.766,36.621,38.574,16.602,56.152
1587019726.037,72.266,31.738,36.133,65.430,-8.301
1587019726.041,94.727,30.762,36.133,89.355,6.348
1587019726.045,30.273,33.691,36.133,44.922,73.242
1587019726.049,4.395,33.203,38.574,10.254,79.590
1587019726.053,56.641,30.273,37.109,42.969,37.598
1587019726.057,90.820,30.273,31.250,82.520,3.418
1587019726.061,52.246,32.227,35.645,56.152,-16.113
1587019726.065,1.953,31.738,37.109,4.395,-21.484
1587019726.069,16.113,31.250,32.715,15.625,8.301
1587019726.072,67.383,31.738,32.715,66.895,36.621
1587019726.076,63.477,32.227,35.645,57.617,10.742
1587019726.080,0.977,35.156,36.621,2.441,3.418
1587019726.084,0.488,35.645,32.227,-4.395,34.180
1587019726.088,59.082,31.738,30.273,42.480,43.945
1587019726.092,67.383,34.668,29.297,55.176,41.016
1587019726.096,5.371,41.016,34.668,6.836,36.133
1587019726.100,-20.020,38.086,35.156,-20.508,22.461
1587019726.104,31.250,35.645,29.297,22.949,-8.789
1587019726.108,64.453,37.109,30.273,61.523,18.066
1587019726.112,17.578,39.062,35.156,23.438,66.895
1587019726.115,-14.648,36.133,35.156,-13.184,33.691
1587019726.119,41.992,35.645,30.273,24.414,58.105
1587019726.123,90.332,35.645,30.273,71.777,112.305
1587019726.127,54.199,36.133,34.668,48.828,51.270
1587019726.131,-3.906,37.109,37.109,1.465,22.461
1587019726.135,14.648,32.227,35.156,11.719,59.082
1587019726.139,75.195,31.250,33.691,62.988,41.992
1587019726.143,63.477,34.668,33.203,60.547,-11.230
1587019726.147,-3.906,35.645,35.645,9.277,22.461
1587019726.151,-6.348,39.062,35.645,4.395,52.734
1587019726.155,62.988,39.551,31.738,52.734,-38.086
1587019726.158,84.473,35.645,32.715,69.336,-56.152
1587019726.162,27.344,36.133,34.180,23.438,0.977
1587019726.166,-6.348,34.668,33.203,-6.348,-3.906
1587019726.170,40.039,33.203,36.621,41.016,-5.859
1587019726.174,83.984,34.668,39.062,78.613,7.812
1587019726.178,40.527,33.691,40.039,40.527,36.621
1587019726.182,-9.277,31.250,41.504,-0.977,47.363
1587019726.186,27.344,26.855,39.062,20.020,-27.344
1587019726.190,74.707,24.902,35.156,64.453,-15.137
1587019726.194,52.734,28.320,33.203,51.270,4.883
1587019726.197,0.000,32.715,34.668,3.418,14.648
1587019726.201,8.301,33.203,33.691,7.812,47.363
1587019726.205,66.406,31.738,28.809,62.012,40.039
1587019726.209,79.590,31.738,26.367,72.266,56.152
1587019726.213,11.230,33.203,31.738,17.578,16.602
1587019726.217,-22.461,26.855,33.203,-10.254,-33.691
1587019726.221,43.945,23.926,32.715,41.992,-33.203
1587019726.225,69.824,27.344,38.574,73.730,19.043
1587019726.229,13.672,29.297,41.016,20.508,73.242
1587019726.233,-15.137,27.832,39.551,-20.996,45.898
1587019726.237,32.715,25.391,36.621,17.578,42.969
1587019726.240,73.242,28.320,31.250,66.406,44.434
1587019726.244,33.691,32.715,30.762,41.992,21.484
1587019726.248,-17.090,32.715,32.715,-7.812,4.395
1587019726.252,18.066,34.668,36.621,10.742,36.133
1587019726.256,86.914,35.645,33.203,57.129,15.137
1587019726.260,69.824,40.039,31.250,43.457,-2.441
1587019726.264,5.859,42.480,34.180,-11.719,-12.695
1587019726.268,13.184,38.086,31.250,-12.207,3.418
1587019726.272,69.824,36.133,29.297,50.781,34.668
1587019726.276,71.777,36.621,32.227,67.383,24.902
1587019726.280,4.395,35.645,40.039,23.926,17.578
1587019726.283,-17.090,36.621,41.016,9.766,-25.391
1587019726.287,45.410,33.691,37.109,49.805,8.789
1587019726.291,67.383,28.320,37.109,75.684,64.453
1587019726.295,11.719,28.809,40.527,33.203,-11.230
1587019726.299,-30.273,26.855,40.527,-2.441,-1.953
1587019726.303,17.090,22.461,36.621,33.203,54.199
1587019726.307,70.801,23.926,36.133,75.684,83.008
1587019726.311,28.809,29.297,37.109,47.852,104.980
1587019726.315,-19.531,31.738,37.109,-2.930,58.105
1587019726.319,15.625,31.250,36.133,13.672,32.227
1587019726.322,76.172,31.738,35.645,68.359,29.785
1587019726.326,62.012,34.668,39.062,63.477,-0.977
1587019726.330,0.000,33.691,41.504,9.277,-23.926
1587019726.334,-5.859,29.297,39.551,3.418,-45.410
1587019726.338,54.688,27.832,38.574,58.594,27.344
1587019726.342,71.289,30.762,37.109,71.289,18.066
1587019726.346,11.719,31.738,38.574,18.066,74.707
1587019726.350,-14.160,33.691,44.434,-6.348,100.098
1587019726.354,35.645,38.574,40.527,39.062,14.648
1587019726.358,77.148,34.668,32.227,74.219,36.133
1587019726.362,29.785,32.715,34.180,37.109,10.254
1587019726.365,-13.184,32.715,37.109,-1.465,-42.480
1587019726.369,28.320,31.250,34.668,27.832,34.180
1587019726.373,77.637,29.785,33.691,70.801,78.613
1587019726.377,43.945,30.762,36.621,45.898,45.898
1587019726.381,-11.719,34.180,39.551,-6.348,-13.184
1587019726.385,2.930,33.691,38.574,0.977,1.953
1587019726.389,50.781,32.227,34.180,54.199,61.523
1587019726.393,48.340,34.180,34.668,53.711,21.973
1587019726.397,5.859,38.574,39.062,0.488,-12.207
1587019726.401,2.930,37.598,34.668,-9.277,8.301
1587019726.405,57.617,32.715,30.273,42.969,5.859
1587019726.408,71.289,29.785,31.250,62.500,70.801
1587019726.412,11.230,28.809,34.668,13.184,71.289
1587019726.416,-9.277,30.762,38.086,-15.137,44.922
1587019726.420,46.875,31.738,38.086,23.926,-1.465
1587019726.424,83.008,25.391,34.668,58.105,11.230
1587019726.428,34.180,26.855,33.691,28.320,44.922
1587019726.432,-7.812,31.250,36.133,-12.207,53.711
1587019726.436,34.668,28.320,35.645,16.602,79.102
1587019726.440,84.473,26.855,34.180,72.266,83.496
1587019726.444,65.430,31.738,36.621,56.152,91.797
1587019726.447,9.766,32.227,37.109,1.953,93.750
1587019726.451,14.648,29.297,33.691,6.348,110.352
1587019726.455,83.496,28.809,30.762,59.082,87.891
1587019726.459,88.379,28.320,33.691,63.965,75.684
1587019726.463,13.184,31.250,38.574,10.254,34.180
1587019726.467,-6.348,34.180,38.574,-4.883,9.766
1587019726.471,48.828,28.809,37.109,43.457,27.344
1587019726.475,75.195,27.344,33.691,67.871,40.039
1587019726.479,23.926,34.668,36.133,23.926,19.043
1587019726.483,-9.766,36.621,35.645,-11.719,20.020
1587019726.487,42.480,32.227,29.785,25.391,29.297
1587019726.490,81.055,29.785,29.297,69.824,22.949
1587019726.494,48.340,33.203,30.273,39.062,34.668
1587019726.498,6.836,35.156,30.273,-3.906,-38.574
1587019726.502,26.367,33.691,34.180,16.113,-67.383
1587019726.506,76.660,28.320,39.551,68.359,8.301
1587019726.510,61.523,28.320,41.504,60.547,39.551
1587019726.514,13.184,31.738,42.969,9.766,53.223
1587019726.518,21.973,29.297,40.527,9.277,-59.082
1587019726.522,76.660,27.344,36.133,61.035,-42.969
1587019726.526,79.590,29.297,34.180,77.148,44.922
1587019726.530,14.648,31.250,34.180,23.926,14.648
1587019726.533,-0.488,30.762,33.691,-3.418,15.137
1587019726.537,61.523,28.809,28.809,41.016,20.020
1587019726.541,86.914,30.762,28.809,71.289,34.668
1587019726.545,34.668,33.691,33.691,33.691,21.484
1587019726.549,0.000,33.691,35.645,-0.977,-21.484
1587019726.553,41.504,30.273,30.762,30.273,19.043
1587019726.557,90.332,32.715,31.250,78.125,65.430
1587019726.561,56.641,38.574,37.109,56.641,107.422
1587019726.565,0.000,41.016,34.668,6.836,56.152
1587019726.569,28.809,37.109,31.250,18.066,25.879
1587019726.572,73.242,32.227,29.785,70.801,40.527
1587019726.576,52.246,33.203,29.785,68.359,-3.906
1587019726.580,14.160,36.621,32.715,14.648,-8.301
1587019726.584,15.625,32.715,34.668,7.812,30.762
1587019726.588,65.918,29.297,29.297,59.082,34.668
1587019726.592,75.195,34.180,29.297,70.312,35.645
1587019726.596,25.879,37.109,32.227,19.043,64.453
1587019726.600,5.371,38.086,30.762,-6.348,32.715
1587019726.604,57.617,37.109,30.273,34.668,23.438
1587019726.608,86.914,34.668,29.297,66.406,38.086
1587019726.612,34.668,34.668,28.320,28.320,43.945
1587019726.615,-11.230,34.180,30.762,-12.695,88.867
1587019726.619,24.902,34.668,33.691,19.043,92.285
1587019726.623,91.797,33.203,30.273,72.266,41.016
1587019726.627,55.664,35.156,31.250,52.734,55.176
1587019726.631,-16.602,40.039,38.086,-1.465,36.133
1587019726.635,20.508,38.086,35.156,4.395,-5.371
1587019726.639,78.125,34.180,29.297,60.059,45.410
1587019726.643,62.500,39.062,32.715,65.430,76.172
1587019726.647,1.465,41.016,33.203,15.137,42.480
1587019726.651,-0.488,36.133,26.367,-3.906,18.066
1587019726.655,66.895,32.715,24.902,43.457,32.715
1587019726.658,79.102,31.250,27.344,69.336,28.809
1587019726.662,22.461,34.180,35.156,24.414,35.156
1587019726.666,-7.324,36.133,40.039,-1.465,44.434
1587019726.670,39.551,30.762,37.109,40.039,37.598
1587019726.674,79.102,26.367,36.133,75.684,30.273
1587019726.678,40.527,28.809,36.133,43.457,17.578
1587019726.682,-5.859,30.762,40.527,2.441,-38.574
1587019726.686,30.273,28.809,37.109,21.973,27.344
1587019726.690,80.566,25.879,29.785,65.430,97.168
1587019726.694,51.270,29.785,35.156,47.363,24.902
1587019726.697,-7.324,32.715,39.551,-10.254,-10.254
1587019726.701,4.395,32.227,35.645,-4.395,-13.184
1587019726.705,64.453,32.715,31.738,48.828,10.742
1587019726.709,61.035,32.227,31.738,53.223,44.434
1587019726.713,0.977,33.203,36.133,7.324,28.320
1587019726.717,-1.953,33.691,37.109,-6.836,5.859
1587019726.721,60.547,32.227,31.250,39.551,-7.324
1587019726.725,90.820,32.227,33.203,68.848,1.465
1587019726.729,31.250,35.156,41.016,32.227,18.066
1587019726.733,-15.625,35.645,40.527,2.441,31.738
1587019726.737,38.574,28.809,34.180,36.621,11.230
1587019726.740,85.938,25.391,30.273,77.148,-23.926
1587019726.744,41.504,30.762,33.691,50.293,-6.836
1587019726.748,-7.324,35.156,41.992,6.348,27.832
1587019726.752,15.625,39.062,44.922,25.879,43.457
1587019726.756,51.758,36.133,41.992,74.707,73.242
1587019726.760,38.086,36.621,46.387,55.664,35.156
1587019726.764,-9.766,43.945,53.711,-5.371,-17.090
1587019726.768,-14.160,36.133,53.711,-20.508,7.324
1587019726.772,9.277,28.320,42.480,8.301,109.375
1587019726.776,3.418,27.344,39.551,-1.953,96.680
1587019726.780,-50.781,48.828,66.895,-53.223,49.805
1587019726.783,-69.824,68.359,84.473,-65.918,16.113
1587019726.787,-57.617,45.410,58.594,-70.801,22.461
1587019726.791,-73.242,37.109,54.199,-83.008,9.766
1587019726.795,-139.160,43.945,62.988,-131.348,4.395
1587019726.799,-198.242,47.852,61.035,-196.777,33.691
1587019726.803,-175.781,49.316,63.477,-189.453,76.172
1587019726.807,-149.902,52.246,67.383,-157.715,81.543
1587019726.811,-204.102,55.664,70.312,-194.824,86.914
1587019726.815,-256.836,55.664,68.848,-250.977,65.430
1587019726.819,-222.656,50.293,69.336,-229.980,45.410
1587019726.822,-145.508,46.875,67.871,-157.715,36.621
1587019726.826,-134.766,46.875,72.266,-136.719,16.602
1587019726.830,-177.734,38.086,69.336,-169.434,21.973
1587019726.834,-143.555,32.715,62.500,-147.949,21.973
1587019726.838,-48.828,31.738,56.641,-66.895,82.520
1587019726.842,-9.766,30.273,43.945,-20.996,44.922
1587019726.846,-46.387,31.738,41.016,-38.086,-12.207
1587019726.850,-54.688,30.762,40.039,-41.992,20.996
1587019726.854,23.926,25.879,34.180,15.625,-10.742
1587019726.858,81.543,25.391,28.809,62.988,32.227
1587019726.862,49.805,26.367,27.832,41.992,74.707
1587019726.865,20.508,22.461,23.926,14.160,-33.691
1587019726.869,65.918,21.484,18.555,47.852,-5.371
1587019726.873,128.418,23.438,16.113,106.934,48.340
1587019726.877,106.445,23.926,13.184,98.633,56.152
1587019726.881,53.223,26.367,14.160,55.664,47.852
1587019726.885,83.008,26.367,15.137,71.777,14.160
1587019726.889,148.926,27.832,11.719,134.277,-9.277
1587019726.893,141.113,29.785,15.137,142.578,7.812
1587019726.897,86.914,26.855,13.672,92.773,51.270
1587019726.901,80.566,27.344,13.672,86.914,59.082
1587019726.905,145.508,24.414,18.555,142.578,45.410
1587019726.908,166.504,20.508,18.066,164.062,30.273
1587019726.912,99.609,24.902,23.438,114.746,-23.438
1587019726.916,67.383,26.367,23.926,84.473,14.648
1587019726.920,125.488,25.879,19.531,124.512,49.316
1587019726.924,166.992,27.344,16.602,156.738,-24.902
1587019726.928,119.141,27.832,20.020,121.094,-6.348
1587019726.932,72.754,28.809,24.902,78.125,0.000
1587019726.936,104.004,27.344,19.043,92.773,21.973
1587019726.940,153.809,24.902,16.602,138.672,36.133
1587019726.944,130.371,29.297,22.461,127.930,18.555
1587019726.947,62.500,33.691,26.855,75.684,4.883
1587019726.951,67.383,29.297,27.344,71.777,-5.371
1587019726.955,136.230,29.297,24.414,121.094,-5.371
1587019726.959,138.672,31.738,23.438,132.324,38.086
1587019726.963,74.707,34.180,27.344,80.078,61.523
1587019726.967,56.152,35.645,28.809,57.129,5.859
1587019726.971,118.652,34.180,26.855,105.957,31.738
1587019726.975,151.855,34.180,27.344,137.695,73.730
1587019726.979,96.680,37.109,32.227,93.750,32.227
1587019726.983,59.082,39.551,31.250,53.223,-30.762
1587019726.987,97.168,33.691,24.902,84.473,-44.434
1587019726.990,133.301,31.738,28.809,132.812,7.812
1587019726.994,87.891,36.133,34.668,106.934,27.832
1587019726.998,31.250,38.574,33.691,58.594,13.672
1587019727.002,58.594,33.203,32.227,71.289,62.500
1587019727.006,103.516,30.762,32.715,116.699,34.180
1587019727.010,78.613,33.203,36.621,107.422,67.871
1587019727.014,22.949,34.668,38.574,50.781,97.656
1587019727.018,35.156,34.180,33.691,44.434,16.602
1587019727.022,96.680,30.762,30.273,94.238,5.859
1587019727.026,104.492,31.250,31.738,104.492,77.148
1587019727.030,38.574,36.621,33.203,49.316,111.816
1587019727.033,17.090,38.086,34.180,20.020,75.684
1587019727.037,73.242,32.715,31.250,62.988,51.270
1587019727.041,98.145,31.738,29.785,95.215,48.828
1587019727.045,48.828,36.133,34.668,51.758,51.758
1587019727.049,9.766,37.598,34.668,10.742,28.809
1587019727.053,47.852,33.691,32.227,40.527,17.090
1587019727.057,102.539,32.715,30.762,86.426,15.137
1587019727.061,65.430,34.180,33.691,67.871,62.500
1587019727.065,9.277,34.668,40.527,26.367,-2.441
1587019727.069,37.598,29.785,42.480,42.480,-7.324
1587019727.072,98.145,25.391,36.621,91.797,89.355
1587019727.076,87.402,29.297,38.086,85.449,66.406
1587019727.080,21.484,35.645,42.480,30.762,50.781
1587019727.084,18.066,34.668,38.574,18.066,-1.465
1587019727.088,76.660,32.227,32.715,67.383,-16.602
1587019727.092,87.891,33.203,33.691,84.473,54.199
1587019727.096,36.621,37.109,39.062,35.645,41.992
1587019727.100,16.113,37.598,37.109,8.789,-17.090
1587019727.104,65.430,31.738,31.250,51.758,-2.441
1587019727.108,94.727,31.250,30.273,89.355,11.719
1587019727.112,48.340,36.133,33.203,56.152,36.133
1587019727.115,5.371,37.598,34.668,15.625,41.016
1587019727.119,38.574,37.109,34.668,38.574,-19.531
1587019727.123,87.402,36.133,30.762,86.914,-12.695
1587019727.127,63.477,33.203,26.367,69.824,30.762
1587019727.131,6.836,36.621,32.227,19.043,30.762
1587019727.135,22.461,38.086,32.715,26.367,30.762
1587019727.139,88.867,38.086,25.391,80.566,56.641
1587019727.143,92.285,39.062,23.438,83.984,48.340
1587019727.147,29.297,38.086,31.738,34.180,60.547
1587019727.151,15.625,39.551,34.180,21.973,16.602
1587019727.155,78.613,37.598,30.273,65.430,1.953
1587019727.158,104.492,37.598,33.691,88.867,9.277
1587019727.162,39.551,36.621,35.156,42.480,21.484
1587019727.166,2.441,36.133,33.691,6.836,-21.484
1587019727.170,53.711,35.156,30.273,44.922,-15.625
1587019727.174,95.703,36.621,28.809,82.520,69.336
1587019727.178,49.316,40.527,32.715,50.293,48.340
1587019727.182,-5.859,41.504,35.645,3.906,8.301
1587019727.186,27.832,41.016,35.645,20.508,12.695
1587019727.190,83.008,37.598,33.203,71.777,32.227
1587019727.194,57.129,35.645,37.109,59.082,29.297
1587019727.197,4.395,36.621,40.039,6.836,0.488
1587019727.201,16.113,35.156,36.133,11.719,17.090
1587019727.205,72.266,31.738,34.180,66.406,42.969
1587019727.209,68.359,31.738,39.062,75.195,39.551
1587019727.213,0.488,29.297,39.551,19.531,5.371
1587019727.217,-14.648,25.879,36.621,-2.930,-18.066
1587019727.221,45.410,25.879,35.156,43.457,-6.836
1587019727.225,70.312,25.391,34.668,70.801,-9.766
1587019727.229,6.348,26.367,36.133,26.855,22.461
1587019727.233,-28.320,29.297,34.668,-9.277,45.898
1587019727.237,34.180,28.320,31.250,25.879,21.484
1587019727.240,79.590,26.855,29.297,72.754,61.035
1587019727.244,39.062,28.809,34.668,44.922,45.410
1587019727.248,-13.672,32.715,35.645,-9.277,-19.043
1587019727.252,10.254,34.180,32.227,2.441,-39.062
1587019727.256,65.918,29.785,29.297,51.758,-3.906
1587019727.260,50.781,28.809,31.250,46.875,37.109
1587019727.264,-10.254,28.809,34.668,-2.930,18.555
1587019727.268,-11.230,25.879,31.250,-9.277,-0.488
1587019727.272,53.223,24.902,28.809,47.852,36.621
1587019727.276,64.453,29.297,34.668,70.312,90.820
1587019727.280,6.348,29.785,36.621,19.531,40.039
1587019727.283,-7.812,26.855,33.691,-7.324,-3.906
1587019727.287,46.875,26.367,33.203,39.062,56.152
1587019727.291,72.266,27.344,33.203,76.660,65.430
1587019727.295,31.250,34.668,38.574,40.527,21.973
1587019727.299,-5.371,36.621,39.062,2.441,-3.906
1587019727.303,25.879,32.715,29.785,29.785,-14.160
1587019727.307,76.660,32.715,30.762,76.172,26.367
1587019727.311,47.363,36.133,36.133,56.641,93.750
1587019727.315,-10.254,34.668,35.645,3.418,22.461
1587019727.319,2.441,31.250,34.180,11.230,-5.371
1587019727.322,56.641,25.879,28.320,63.965,63.965
1587019727.326,56.152,25.391,29.297,64.453,66.895
1587019727.330,-5.859,33.691,37.598,10.254,57.617
1587019727.334,-4.395,34.668,35.156,-1.953,-4.395
1587019727.338,64.941,28.320,26.855,50.293,12.207
1587019727.342,74.219,26.855,27.344,70.801,69.336
1587019727.346,14.160,31.738,32.715,20.996,14.648
1587019727.350,-15.625,34.180,33.691,-6.836,24.414
1587019727.354,34.180,29.297,29.785,35.645,72.266
1587019727.358,75.684,30.273,29.785,75.195,79.102
1587019727.362,26.367,32.227,33.691,37.598,32.715
1587019727.365,-19.043,35.156,34.668,-3.906,-43.457
1587019727.369,18.066,37.109,32.715,27.832,-29.297
1587019727.373,73.242,30.762,29.297,78.125,44.922
1587019727.377,58.105,30.273,32.227,64.941,77.148
1587019727.381,5.859,36.133,34.668,18.066,47.852
1587019727.385,18.066,31.250,34.180,21.973,13.672
1587019727.389,70.312,24.902,33.203,69.824,23.438
1587019727.393,68.848,28.320,36.133,72.266,14.160
1587019727.397,9.766,30.762,41.016,18.066,-28.320
1587019727.401,-1.465,30.273,44.434,0.977,-7.812
1587019727.405,62.988,29.785,43.945,52.246,88.867
1587019727.408,79.590,27.344,37.598,74.219,92.773
1587019727.412,16.602,28.809,37.109,26.367,2.930
1587019727.416,-20.020,32.715,39.062,-5.371,-21.484
1587019727.420,28.320,33.203,37.109,31.738,31.738
1587019727.424,84.473,36.133,35.645,73.730,72.754
1587019727.428,38.574,37.109,37.109,39.551,46.387
1587019727.432,-23.926,37.109,41.992,-9.766,40.527
1587019727.436,9.277,32.715,37.109,6.836,-11.719
1587019727.440,67.871,31.250,34.180,58.594,-6.348
1587019727.444,42.969,31.738,36.133,48.828,35.645
1587019727.447,-20.508,32.715,38.086,-2.441,28.809
1587019727.451,-3.418,35.156,41.016,0.488,20.508
1587019727.455,60.059,32.227,38.574,50.781,51.270
1587019727.459,58.594,31.250,35.156,60.059,66.406
1587019727.463,-0.977,32.715,39.551,10.254,41.016
1587019727.467,-16.602,29.297,40.527,-11.230,62.012
1587019727.471,36.621,26.855,34.668,32.715,26.367
1587019727.475,73.730,30.762,33.203,62.500,-15.625
1587019727.479,25.879,35.645,38.086,22.949,62.012
1587019727.483,-20.508,30.762,37.109,-20.996,54.199
1587019727.487,27.832,29.785,35.645,12.207,27.344
1587019727.490,77.148,31.250,38.086,61.035,26.855
1587019727.494,39.551,34.180,41.016,40.039,43.945
1587019727.498,-14.160,36.621,41.992,-1.953,42.480
1587019727.502,13.672,33.691,35.645,14.160,-3.418
1587019727.506,78.613,32.227,31.738,68.359,0.000
1587019727.510,64.941,35.645,34.668,68.848,-10.742
1587019727.514,10.254,38.086,39.062,18.066,-66.406
1587019727.518,18.066,35.645,35.645,15.137,7.324
1587019727.522,75.684,34.668,31.250,68.848,84.473
1587019727.526,84.961,33.203,35.156,82.520,33.203
1587019727.530,19.531,35.645,35.156,28.320,-11.230
1587019727.533,0.977,35.156,35.156,-0.977,6.836
1587019727.537,62.012,35.156,37.598,41.504,67.383
1587019727.541,91.797,35.156,33.691,77.148,64.453
1587019727.545,34.668,36.621,32.715,39.062,17.578
1587019727.549,-11.230,37.598,34.180,-1.953,16.113
1587019727.553,30.273,37.109,32.715,24.414,-3.906
1587019727.557,81.055,40.039,27.344,72.266,37.109
1587019727.561,51.758,43.457,27.344,52.734,66.406
1587019727.565,3.418,44.922,33.203,5.371,8.301
1587019727.569,22.949,40.527,33.203,16.113,24.414
1587019727.572,77.637,36.621,28.320,64.453,100.586
1587019727.576,75.684,35.156,29.785,61.035,116.211
1587019727.580,12.695,35.156,31.250,1.953,88.379
1587019727.584,4.883,33.691,32.715,-9.766,35.645
1587019727.588,55.664,30.762,30.762,39.551,-4.883
1587019727.592,70.312,30.762,29.297,58.594,31.738
1587019727.596,20.508,35.156,36.133,15.137,47.363
