timestamps,TP9,AF7,AF8,TP10,Right AUX
1587019732.912,50.781,29.297,36.621,80.566,-41.992
1587019732.916,9.277,29.785,37.109,37.598,-17.090
1587019732.920,33.203,26.367,35.645,58.594,9.766
1587019732.924,71.777,22.949,33.691,103.516,9.277
1587019732.928,53.711,29.297,33.203,90.332,-36.621
1587019732.932,-7.812,35.156,35.645,31.250,-31.738
1587019732.936,-10.254,39.062,33.203,26.855,31.250
1587019732.940,55.664,40.527,28.320,77.148,15.625
1587019732.944,75.684,44.922,29.785,90.332,28.809
1587019732.947,18.066,50.293,29.785,38.574,92.773
1587019732.951,-1.953,53.223,30.762,13.672,55.176
1587019732.955,62.988,56.152,23.926,56.641,15.625
1587019732.959,96.680,56.641,18.066,77.148,20.508
1587019732.963,48.340,61.523,22.949,27.832,10.254
1587019732.967,14.160,64.941,24.902,-12.695,41.992
1587019732.971,48.828,60.547,17.578,9.277,47.852
1587019732.975,91.309,53.711,10.742,51.758,33.691
1587019732.979,51.270,51.758,16.113,27.832,13.184
1587019732.983,-9.277,51.758,24.414,-21.973,49.805
1587019732.987,12.207,46.387,21.973,-1.953,83.496
1587019732.990,71.289,39.551,24.414,57.617,41.504
1587019732.994,57.129,34.668,32.227,55.664,37.109
1587019732.998,-7.324,30.762,31.738,2.930,22.461
1587019733.002,-5.371,24.414,29.297,-1.953,19.531
1587019733.006,58.594,19.531,29.297,48.340,77.148
1587019733.010,62.500,21.973,33.203,65.430,95.215
1587019733.014,-3.906,25.391,38.574,14.648,8.789
1587019733.018,-27.832,24.902,41.504,-10.254,1.953
1587019733.022,15.625,21.484,39.551,33.203,29.785
1587019733.026,35.645,18.066,36.133,64.453,22.949
1587019733.030,-20.020,20.996,40.527,30.762,56.152
1587019733.033,-64.453,27.344,38.086,-7.324,47.363
1587019733.037,-26.855,28.320,32.227,16.113,35.156
1587019733.041,25.879,31.250,32.715,67.871,30.273
1587019733.045,7.812,36.621,33.691,46.875,-40.039
1587019733.049,-40.527,40.039,34.668,-5.859,5.371
1587019733.053,-15.625,42.969,35.645,6.836,56.152
1587019733.057,66.406,41.992,30.762,62.012,35.156
1587019733.061,72.266,43.457,32.715,66.406,49.805
1587019733.065,15.137,49.316,36.621,11.719,17.578
1587019733.069,19.531,49.316,32.715,-2.930,28.320
1587019733.072,89.355,46.387,27.344,42.480,48.828
1587019733.076,116.211,47.363,28.320,66.895,42.480
1587019733.080,62.500,50.781,31.738,21.973,1.953
1587019733.084,29.297,45.410,29.785,-13.184,-17.090
1587019733.088,78.613,40.039,27.344,31.250,3.906
1587019733.092,108.887,37.598,26.367,73.730,28.320
1587019733.096,70.312,37.598,31.738,43.457,53.711
1587019733.100,30.273,33.691,36.133,2.930,25.879
1587019733.104,59.082,29.297,34.668,27.344,71.289
1587019733.108,110.840,26.855,37.109,82.031,111.816
1587019733.112,82.520,25.879,41.016,71.289,80.566
1587019733.115,18.066,25.391,44.434,20.996,29.297
1587019733.119,20.020,17.578,44.922,20.020,18.066
1587019733.123,79.590,15.137,46.387,72.266,39.551
1587019733.127,79.590,16.602,47.363,83.008,28.320
1587019733.131,15.137,17.090,50.293,37.598,42.480
1587019733.135,0.488,18.555,56.152,25.879,26.855
1587019733.139,57.129,18.066,52.734,73.730,7.812
1587019733.143,82.031,17.578,49.316,102.539,29.297
1587019733.147,30.273,20.996,51.758,61.523,68.359
1587019733.151,-10.742,25.879,52.734,30.273,16.113
1587019733.155,32.227,20.508,43.945,60.547,26.367
1587019733.158,80.078,21.484,37.109,102.051,83.496
1587019733.162,41.016,32.715,41.504,76.660,52.246
1587019733.166,-13.672,37.598,40.527,20.996,-10.742
1587019733.170,1.465,37.598,36.621,28.809,2.441
1587019733.174,62.988,41.016,32.227,75.195,1.465
1587019733.178,55.664,43.945,31.738,66.406,-8.301
1587019733.182,-2.930,49.805,36.621,8.789,-15.625
1587019733.186,8.789,51.270,30.762,-0.488,26.367
1587019733.190,75.684,46.387,23.926,49.316,33.203
1587019733.194,84.473,47.852,25.391,62.988,27.344
1587019733.197,28.320,51.270,23.926,9.277,46.387
1587019733.201,12.207,53.711,24.902,-13.184,21.484
1587019733.205,70.801,50.781,20.508,29.297,27.344
1587019733.209,95.215,48.340,12.695,54.199,52.734
1587019733.213,39.551,47.363,16.113,12.695,46.875
1587019733.217,3.418,49.805,22.461,-24.414,42.480
1587019733.221,41.504,47.852,17.578,6.348,69.824
1587019733.225,83.008,41.016,12.207,51.758,86.914
1587019733.229,50.781,44.434,19.043,27.344,34.668
1587019733.233,-0.488,51.270,20.020,-23.926,36.621
1587019733.237,28.320,50.781,16.602,-12.207,-0.977
1587019733.240,89.355,45.410,15.625,42.969,-12.695
1587019733.244,80.078,45.898,20.996,51.270,47.363
1587019733.248,17.090,50.293,28.809,3.418,24.902
1587019733.252,10.742,46.387,27.344,-4.395,8.301
1587019733.256,70.801,41.504,24.414,48.340,58.594
1587019733.260,80.566,41.504,25.879,70.312,62.500
1587019733.264,15.625,44.922,29.785,27.832,28.809
1587019733.268,-8.789,46.875,30.273,4.395,38.574
1587019733.272,42.480,42.480,27.344,44.922,32.227
1587019733.276,75.684,41.992,26.855,76.172,-5.859
1587019733.280,28.320,46.875,28.320,41.016,52.734
1587019733.283,-20.020,47.363,29.297,-9.766,22.949
1587019733.287,13.184,39.062,21.973,10.742,-12.207
1587019733.291,61.035,41.016,19.531,62.012,47.363
1587019733.295,36.621,49.805,22.949,41.992,40.039
1587019733.299,-17.090,46.875,21.973,-11.719,-4.395
1587019733.303,2.930,45.898,21.973,-6.836,2.441
1587019733.307,62.500,46.875,23.438,47.363,-21.973
1587019733.311,55.664,49.805,20.020,53.223,-16.113
1587019733.315,-3.906,51.270,19.531,-2.441,29.785
1587019733.319,-13.672,48.340,20.508,-19.531,27.832
1587019733.322,41.504,43.457,15.625,29.785,31.738
1587019733.326,62.012,40.039,11.230,47.852,37.598
1587019733.330,7.812,40.527,18.066,-0.488,34.180
1587019733.334,-21.973,40.527,22.949,-29.297,43.945
1587019733.338,26.367,37.598,18.066,9.277,58.105
1587019733.342,64.941,36.133,20.020,55.664,44.922
1587019733.346,28.809,38.086,25.391,28.809,34.180
1587019733.350,-15.625,40.527,25.391,-23.926,28.809
1587019733.354,16.602,37.598,21.973,-7.324,-14.160
1587019733.358,72.754,36.621,21.973,45.410,9.277
1587019733.362,49.805,41.504,25.879,33.691,13.672
1587019733.365,-10.742,42.969,31.738,-19.043,-8.789
1587019733.369,-4.883,35.156,33.203,-18.066,40.527
1587019733.373,48.340,28.809,31.250,33.203,27.832
1587019733.377,57.129,29.297,33.691,45.410,17.578
1587019733.381,-1.953,33.691,39.551,3.418,95.215
1587019733.385,-18.066,34.180,37.109,-15.625,78.125
1587019733.389,44.922,28.809,31.738,35.156,63.477
1587019733.393,72.754,29.297,34.668,71.777,32.227
1587019733.397,20.996,35.156,39.062,28.320,-24.414
1587019733.401,-9.766,39.551,40.527,-11.719,-22.949
1587019733.405,41.992,37.109,35.645,18.066,47.363
1587019733.408,87.891,32.715,36.133,62.500,76.660
1587019733.412,49.316,34.668,36.621,37.109,23.438
1587019733.416,1.953,40.527,38.086,-6.348,-9.277
1587019733.420,33.691,36.621,39.551,17.090,20.508
1587019733.424,90.820,30.273,33.203,72.266,55.176
1587019733.428,75.684,33.203,32.715,68.359,59.570
1587019733.432,11.230,38.574,36.621,11.230,92.285
1587019733.436,13.672,40.527,33.203,5.859,69.824
1587019733.440,76.660,40.039,29.297,62.500,14.648
1587019733.444,82.520,40.039,27.832,71.289,34.668
1587019733.447,18.555,37.109,27.832,13.672,39.551
1587019733.451,-8.301,37.598,32.227,-6.836,41.016
1587019733.455,55.176,35.645,31.250,37.598,32.715
1587019733.459,87.891,29.297,27.832,69.336,41.992
1587019733.463,31.738,29.297,29.297,30.762,55.664
1587019733.467,-10.254,29.297,30.273,-7.812,15.625
1587019733.471,24.902,29.297,30.273,21.973,29.785
1587019733.475,74.707,27.832,28.320,62.012,48.340
1587019733.479,41.992,31.250,26.855,38.086,54.199
1587019733.483,-14.160,35.156,30.273,-10.742,64.941
1587019733.487,6.836,36.621,25.879,-3.906,8.789
1587019733.490,58.594,34.180,23.438,45.410,26.367
1587019733.494,47.852,31.738,27.344,43.945,54.688
1587019733.498,-15.137,32.227,30.762,-11.719,27.344
1587019733.502,-20.996,29.297,31.250,-22.461,24.414
1587019733.506,41.016,23.438,31.250,34.180,1.465
1587019733.510,55.664,22.461,34.668,57.617,42.969
1587019733.514,-1.953,25.879,37.109,8.789,63.477
1587019733.518,-18.066,30.762,35.645,-19.043,28.320
1587019733.522,34.668,31.738,29.785,22.949,29.785
1587019733.526,72.754,27.344,26.855,62.012,41.504
1587019733.530,34.180,31.738,31.250,33.691,26.367
1587019733.533,-6.836,38.574,34.668,-1.953,47.852
1587019733.537,27.344,34.180,34.668,21.973,19.531
1587019733.541,85.449,31.738,37.109,76.660,44.922
1587019733.545,62.988,37.109,40.039,64.453,96.680
1587019733.549,5.371,36.133,40.039,10.254,7.812
1587019733.553,21.973,30.273,37.598,14.160,-83.008
1587019733.557,75.195,29.785,30.273,65.430,-12.207
1587019733.561,77.637,34.668,29.785,71.777,30.273
1587019733.565,25.879,35.156,35.645,21.973,35.645
1587019733.569,15.137,38.574,35.645,7.812,56.641
1587019733.572,64.453,43.457,30.273,55.176,119.629
1587019733.576,89.355,37.598,28.320,76.172,113.770
1587019733.580,36.133,36.621,29.785,30.762,23.926
1587019733.584,-2.441,38.574,29.297,-3.418,1.953
1587019733.588,41.016,35.645,28.320,33.203,69.824
1587019733.592,78.613,34.180,27.344,75.684,49.316
1587019733.596,41.504,36.133,29.297,43.945,1.953
1587019733.600,-6.348,39.551,34.668,-2.441,8.301
1587019733.604,20.020,39.551,31.738,18.066,-49.316
1587019733.608,71.289,34.180,24.414,65.918,-48.828
1587019733.612,52.246,33.691,24.902,52.246,36.621
1587019733.615,2.441,34.180,27.344,0.488,26.367
1587019733.619,11.719,33.691,24.902,2.930,-9.766
1587019733.623,70.801,31.250,22.461,57.129,45.898
1587019733.627,72.266,31.250,23.926,68.359,39.062
1587019733.631,0.000,29.785,24.902,11.230,44.434
1587019733.635,-10.254,28.809,27.832,-12.695,63.477
1587019733.639,53.711,30.762,28.320,37.109,22.949
1587019733.643,75.195,28.809,28.809,66.895,3.418
1587019733.647,22.949,29.785,30.762,26.855,21.973
1587019733.651,-14.160,33.203,32.227,-5.859,32.227
1587019733.655,30.273,31.250,32.227,24.414,39.062
1587019733.658,81.055,31.738,29.785,67.383,74.219
1587019733.662,42.969,34.180,31.738,40.527,107.910
1587019733.666,-9.277,38.574,36.621,-7.324,41.504
1587019733.670,14.160,37.598,34.668,5.371,43.945
1587019733.674,72.266,33.203,31.738,51.758,76.172
1587019733.678,64.453,33.691,33.203,46.387,19.531
1587019733.682,0.488,36.133,35.156,-5.859,22.461
1587019733.686,-3.418,32.227,32.715,-10.254,20.996
1587019733.690,58.105,27.344,32.227,47.852,45.898
1587019733.694,73.242,28.809,35.156,71.289,76.172
1587019733.697,14.160,32.715,38.574,25.391,51.758
1587019733.701,-5.371,32.227,41.504,-0.488,60.059
1587019733.705,52.734,30.273,37.109,42.480,25.391
1587019733.709,83.984,32.227,37.598,80.566,-1.953
1587019733.713,29.297,36.621,41.016,41.504,14.648
1587019733.717,-7.812,37.109,37.598,-3.418,21.484
1587019733.721,29.785,32.227,34.180,25.391,30.762
1587019733.725,75.684,29.785,34.180,72.266,35.645
1587019733.729,46.387,32.227,33.691,52.246,-4.395
1587019733.733,-17.578,34.180,34.180,0.000,1.953
1587019733.737,1.953,30.762,34.180,7.812,18.066
1587019733.740,66.895,29.297,33.203,63.477,15.625
1587019733.744,57.129,28.809,33.203,69.336,44.434
1587019733.748,-3.418,28.809,36.621,15.625,57.617
1587019733.752,-12.695,31.250,39.551,0.000,9.766
1587019733.756,48.340,28.320,37.598,51.270,24.414
1587019733.760,66.406,25.391,36.133,72.754,90.332
1587019733.764,1.465,27.832,38.574,22.461,82.031
1587019733.768,-28.320,29.785,39.551,-14.160,7.812
1587019733.772,31.250,26.855,35.645,24.902,9.766
1587019733.776,71.289,26.367,33.691,65.430,49.316
1587019733.780,20.996,27.344,33.691,27.344,32.227
1587019733.783,-24.902,28.809,34.180,-18.555,-20.996
1587019733.787,14.160,29.785,32.227,4.883,-51.270
1587019733.791,59.570,27.344,31.738,56.152,1.465
1587019733.795,33.691,27.344,33.203,44.922,80.566
1587019733.799,-15.625,27.832,36.133,-1.953,80.566
1587019733.803,0.000,27.344,32.715,3.418,22.949
1587019733.807,63.477,27.832,32.227,59.082,-12.207
1587019733.811,60.059,26.367,38.086,66.895,17.578
1587019733.815,-1.953,26.855,35.645,9.766,6.836
1587019733.819,-3.906,27.344,34.668,-3.906,16.602
1587019733.822,56.641,27.832,38.574,51.758,-18.555
1587019733.826,74.219,28.809,37.109,77.637,-46.387
1587019733.830,15.137,29.297,33.203,30.273,-5.371
1587019733.834,-17.090,34.668,36.133,-1.953,-5.859
1587019733.838,27.832,35.156,37.598,32.715,14.648
1587019733.842,73.242,30.762,34.668,72.266,26.855
1587019733.846,39.062,32.227,36.621,41.992,28.320
1587019733.850,-17.090,36.133,36.133,-2.930,19.043
1587019733.854,15.625,33.203,33.691,16.113,41.992
1587019733.858,81.055,30.762,31.250,66.895,26.855
1587019733.862,66.895,32.715,32.715,61.523,22.461
1587019733.865,10.254,35.645,36.133,14.160,39.062
1587019733.869,11.230,35.645,36.133,11.719,37.598
1587019733.873,65.430,31.250,35.156,63.965,84.961
1587019733.877,77.148,33.203,33.203,77.148,46.387
1587019733.881,29.297,40.527,33.691,27.344,-1.953
1587019733.885,12.207,41.992,36.621,10.742,23.926
1587019733.889,67.871,37.598,34.180,59.082,52.734
1587019733.893,91.309,40.039,33.691,85.449,62.988
1587019733.897,41.992,43.457,33.203,40.527,15.137
1587019733.901,5.859,43.457,34.668,3.906,9.766
1587019733.905,44.922,43.457,35.156,38.086,26.367
1587019733.908,87.891,39.551,32.715,80.566,14.648
1587019733.912,47.852,39.062,33.203,50.293,39.551
1587019733.916,-9.766,39.062,36.621,-0.977,51.758
1587019733.920,10.254,34.180,35.645,11.230,23.438
1587019733.924,80.078,32.715,33.691,72.754,-10.254
1587019733.928,65.430,41.016,33.691,67.871,19.043
1587019733.932,-13.184,42.969,29.785,-5.859,59.570
1587019733.936,0.977,36.133,23.926,-13.184,17.578
1587019733.940,67.383,31.738,24.902,43.457,2.441
1587019733.944,63.477,30.273,27.832,53.711,37.109
1587019733.947,-5.859,33.203,34.180,5.371,29.785
1587019733.951,-28.809,29.785,32.715,-21.973,14.160
1587019733.955,39.551,25.391,25.879,17.578,10.254
1587019733.959,75.684,26.367,27.832,56.641,39.062
1587019733.963,20.996,28.809,26.855,16.113,22.461
1587019733.967,-14.648,31.250,26.367,-25.879,23.926
1587019733.971,21.484,31.250,26.367,5.859,55.176
1587019733.975,71.289,32.715,25.391,54.199,86.426
1587019733.979,41.992,36.621,26.855,34.668,87.891
1587019733.983,-22.461,32.715,25.391,-18.555,8.789
1587019733.987,2.441,33.691,23.438,-4.395,2.930
1587019733.990,63.477,36.621,21.973,50.781,70.312
1587019733.994,52.246,36.621,21.973,49.316,55.664
1587019733.998,0.488,40.039,25.391,-2.930,-14.160
1587019734.002,0.977,37.109,27.832,-14.160,24.902
1587019734.006,60.059,32.227,24.414,39.062,75.684
1587019734.010,70.312,33.203,27.832,69.336,68.848
1587019734.014,20.508,35.645,32.227,20.996,42.969
1587019734.018,-6.836,34.668,29.785,-11.719,31.250
1587019734.022,36.621,33.203,26.855,32.227,44.922
1587019734.026,78.125,32.715,25.391,72.266,33.203
1587019734.030,35.645,36.133,29.297,39.551,78.613
1587019734.033,-27.344,37.598,31.250,-7.324,90.332
1587019734.037,11.719,31.738,26.367,16.113,15.137
1587019734.041,78.125,29.785,23.438,67.871,51.758
1587019734.045,56.152,35.156,25.391,54.688,52.734
1587019734.049,0.488,40.039,30.762,7.324,-3.418
1587019734.053,6.836,41.992,33.203,12.695,7.324
1587019734.057,66.895,36.133,26.855,60.059,43.945
1587019734.061,70.801,34.180,28.809,68.359,50.293
1587019734.065,2.930,38.086,35.156,22.461,94.727
1587019734.069,-5.859,37.109,35.156,5.859,97.656
1587019734.072,52.734,33.203,34.180,53.223,28.320
1587019734.076,72.754,31.738,32.715,81.055,51.758
1587019734.080,34.668,33.691,34.668,37.598,42.969
1587019734.084,4.883,37.109,38.086,2.441,19.531
1587019734.088,53.711,41.016,36.621,38.574,9.277
1587019734.092,93.262,38.574,34.180,83.984,13.672
1587019734.096,46.387,34.668,37.109,50.293,6.836
1587019734.100,-6.836,35.156,40.527,-1.953,-11.230
1587019734.104,24.414,33.691,33.691,13.672,-2.930
1587019734.108,76.172,31.738,34.668,62.988,-5.859
1587019734.112,53.223,30.273,39.062,52.734,16.113
1587019734.115,0.488,32.227,40.039,-5.371,78.125
1587019734.119,6.836,34.180,37.109,-8.789,38.086
1587019734.123,72.266,30.273,35.156,43.457,-32.227
1587019734.127,87.891,31.738,36.621,57.129,19.043
1587019734.131,23.926,37.109,36.133,5.859,30.762
1587019734.135,-0.977,37.109,37.109,-14.648,-28.809
1587019734.139,53.711,32.227,34.180,35.156,-9.766
1587019734.143,90.820,33.691,35.156,78.613,45.410
1587019734.147,32.227,34.180,39.062,43.457,2.930
1587019734.151,-27.344,29.785,38.574,2.441,20.508
1587019734.155,17.090,30.762,35.156,36.133,81.543
1587019734.158,74.219,29.297,30.762,82.520,56.152
1587019734.162,42.969,32.227,35.156,59.570,-2.930
1587019734.166,-15.625,33.203,35.645,12.695,-38.086
1587019734.170,4.395,30.762,33.691,25.879,48.340
1587019734.174,71.777,32.227,35.645,76.172,49.805
1587019734.178,70.801,32.715,37.598,72.266,15.625
1587019734.182,-2.930,31.738,39.551,13.672,14.648
1587019734.186,-8.789,31.738,40.039,3.418,42.969
1587019734.190,59.082,30.762,36.133,58.105,47.363
1587019734.194,77.637,30.762,34.180,78.125,71.777
1587019734.197,14.160,32.227,37.598,27.344,47.852
1587019734.201,-16.602,32.715,37.109,-2.930,-8.789
1587019734.205,41.992,33.691,31.250,34.668,8.301
1587019734.209,77.148,32.227,28.320,66.895,57.129
1587019734.213,20.996,34.180,30.762,28.320,67.383
1587019734.217,-14.160,39.062,31.738,-13.184,50.293
1587019734.221,37.109,39.551,28.809,16.602,22.949
1587019734.225,84.473,34.668,25.879,68.359,70.312
1587019734.229,53.711,36.621,28.320,58.594,101.562
1587019734.233,-7.812,37.598,30.273,10.254,64.941
1587019734.237,11.230,35.645,29.785,17.578,40.039
1587019734.240,63.965,33.691,29.785,71.289,-0.977
1587019734.244,57.617,35.156,33.691,74.707,-24.902
1587019734.248,8.301,41.504,39.062,23.926,-34.180
1587019734.252,-0.488,37.109,32.715,2.930,17.090
1587019734.256,58.594,30.762,25.391,46.875,58.594
1587019734.260,78.613,33.203,27.832,73.730,65.430
1587019734.264,25.391,33.203,29.785,27.344,99.121
1587019734.268,-8.301,28.809,30.762,-7.812,138.184
1587019734.272,33.691,28.809,32.715,35.645,111.328
1587019734.276,64.453,31.738,33.691,76.660,18.066
1587019734.280,34.180,32.227,32.715,47.363,24.414
1587019734.283,3.418,33.203,30.762,1.953,31.250
1587019734.287,35.645,33.691,29.297,21.973,-14.160
1587019734.291,83.496,31.738,29.297,76.172,-37.598
1587019734.295,62.500,30.762,34.668,62.012,7.812
1587019734.299,6.348,34.180,38.574,8.301,-2.441
1587019734.303,17.090,34.668,34.180,9.277,12.207
1587019734.307,69.336,31.738,31.738,58.594,14.648
1587019734.311,67.383,33.203,34.668,65.918,4.395
1587019734.315,8.789,35.645,33.691,13.672,54.199
1587019734.319,-4.883,35.156,32.715,-8.301,64.941
1587019734.322,51.270,32.715,28.320,36.621,80.566
1587019734.326,78.613,34.180,24.902,65.430,36.621
1587019734.330,21.973,35.645,28.809,20.020,22.461
1587019734.334,-11.719,36.621,31.250,-16.113,50.293
1587019734.338,36.133,34.180,24.414,20.020,18.555
1587019734.342,76.660,31.738,23.438,63.965,45.898
1587019734.346,39.062,36.133,30.273,39.062,26.367
1587019734.350,-5.859,41.992,33.691,-6.836,-37.598
1587019734.354,15.137,40.527,31.250,8.789,-16.113
1587019734.358,77.148,37.109,26.367,63.965,28.320
1587019734.362,76.172,40.527,28.809,62.500,17.090
1587019734.365,12.207,42.480,32.715,5.371,10.254
1587019734.369,14.648,41.016,28.809,0.000,37.598
1587019734.373,65.918,39.062,29.785,56.641,26.367
1587019734.377,79.102,37.109,31.738,71.289,50.781
1587019734.381,19.531,38.574,31.250,17.090,74.219
1587019734.385,-9.766,35.156,33.691,-5.859,36.133
1587019734.389,49.805,29.785,34.180,44.922,0.000
1587019734.393,86.426,31.250,34.668,79.102,28.809
1587019734.397,39.551,33.203,39.551,41.992,30.762
1587019734.401,-13.184,33.203,42.480,3.906,33.203
1587019734.405,30.762,28.809,38.574,29.785,71.289
1587019734.408,92.285,26.367,34.668,75.684,63.477
1587019734.412,47.852,29.785,39.062,54.688,18.066
1587019734.416,-7.812,33.691,42.480,2.441,-10.742
1587019734.420,27.344,30.762,36.621,12.695,20.508
1587019734.424,81.055,26.855,31.250,64.453,63.477
1587019734.428,67.383,26.367,35.156,61.035,97.656
1587019734.432,8.789,28.320,41.016,5.371,99.121
1587019734.436,-1.953,30.273,40.527,-4.395,45.898
1587019734.440,53.711,26.855,37.109,46.875,32.715
1587019734.444,73.242,26.367,40.039,65.918,32.227
1587019734.447,14.160,32.227,43.457,18.066,14.160
1587019734.451,-17.578,32.715,38.574,-12.207,25.879
1587019734.455,37.109,27.832,34.668,21.973,22.949
1587019734.459,78.613,25.879,32.715,58.105,2.930
1587019734.463,23.926,27.832,30.762,26.367,39.551
1587019734.467,-18.066,31.738,32.715,-12.695,7.324
1587019734.471,24.902,34.668,32.227,16.602,-34.180
1587019734.475,76.172,32.715,29.785,65.430,13.672
1587019734.479,47.363,32.227,31.250,52.246,52.734
1587019734.483,-16.113,38.086,34.180,-1.953,5.371
1587019734.487,3.418,37.109,33.691,1.953,19.043
1587019734.490,65.430,34.668,32.227,61.035,26.855
1587019734.494,58.105,32.715,30.762,67.871,23.438
1587019734.498,2.930,33.203,30.273,20.020,65.430
1587019734.502,1.465,33.691,34.180,8.301,56.152
1587019734.506,64.941,31.250,34.668,54.688,82.520
1587019734.510,83.496,33.203,35.156,83.496,118.164
1587019734.514,20.508,31.250,38.086,35.645,83.008
1587019734.518,-2.441,30.762,38.086,1.953,17.578
1587019734.522,49.316,31.250,36.133,41.992,22.461
1587019734.526,86.914,25.879,40.039,86.914,35.645
1587019734.530,44.434,25.391,43.945,56.152,29.785
1587019734.533,-10.254,25.391,45.410,7.324,27.344
1587019734.537,16.602,23.926,45.898,31.250,18.066
1587019734.541,71.777,23.926,43.457,83.008,9.766
1587019734.545,55.664,22.461,44.922,71.289,31.738
1587019734.549,6.348,26.367,49.805,18.066,34.180
1587019734.553,11.719,27.344,48.340,19.043,42.480
1587019734.557,74.219,27.344,44.922,76.172,36.621
1587019734.561,76.172,28.809,46.387,85.449,-20.508
1587019734.565,16.113,28.320,50.781,29.297,-27.344
1587019734.569,-0.977,26.855,46.875,7.324,42.969
1587019734.572,48.828,27.832,39.062,49.805,41.016
1587019734.576,80.078,33.691,37.598,75.684,59.082
1587019734.580,25.391,38.086,38.574,29.785,97.168
1587019734.584,-16.602,39.062,37.598,-11.230,7.812
1587019734.588,26.855,40.039,35.156,25.391,-35.156
1587019734.592,71.289,37.598,28.809,72.266,49.805
1587019734.596,35.156,35.645,26.855,41.992,18.555
1587019734.600,-15.137,38.574,30.762,-9.766,-57.129
1587019734.604,8.789,37.109,29.297,5.371,-57.129
1587019734.608,66.406,32.715,26.855,61.523,-17.090
1587019734.612,57.129,33.691,30.762,59.570,29.297
1587019734.615,2.930,30.762,36.133,8.301,5.371
1587019734.619,9.766,30.762,34.668,4.395,-15.625
1587019734.623,66.895,30.762,31.738,58.105,34.668
1587019734.627,79.590,26.855,33.203,74.219,58.594
1587019734.631,23.438,27.344,35.645,28.809,-14.648
1587019734.635,-7.812,28.809,40.039,9.277,-31.250
1587019734.639,50.781,30.273,41.992,54.199,7.812
1587019734.643,91.309,26.367,41.992,85.938,80.566
1587019734.647,46.387,25.391,43.945,42.969,64.453
1587019734.651,-2.441,28.320,42.969,-3.418,54.688
1587019734.655,30.762,25.391,39.551,18.066,131.836
1587019734.658,89.844,23.926,37.109,66.895,97.168
1587019734.662,66.406,27.832,41.016,50.781,17.090
1587019734.666,8.301,29.297,43.945,-1.953,19.531
1587019734.670,20.020,27.344,41.016,9.766,-3.418
1587019734.674,77.148,23.926,35.645,65.918,-45.898
1587019734.678,64.941,23.926,35.156,66.895,58.594
1587019734.682,2.930,28.320,41.504,13.672,123.047
1587019734.686,0.000,29.785,40.039,1.465,23.926
1587019734.690,52.734,25.879,35.156,51.270,-53.223
1587019734.694,59.570,25.879,36.621,65.918,-7.324
1587019734.697,8.789,27.344,41.016,18.555,28.809
1587019734.701,-12.695,28.320,43.945,-3.906,33.203
1587019734.705,35.156,27.832,35.645,32.227,12.695
1587019734.709,64.941,26.855,31.738,62.988,-0.977
1587019734.713,20.996,29.785,34.668,29.785,8.789
1587019734.717,-19.531,33.691,34.180,-11.719,-7.324
1587019734.721,15.137,35.645,28.809,8.789,90.332
1587019734.725,72.266,37.598,24.414,58.105,99.121
1587019734.729,46.387,41.504,25.391,44.922,20.996
1587019734.733,-12.695,45.410,28.320,-6.348,-4.395
1587019734.737,11.230,41.992,25.879,-2.930,39.551
1587019734.740,72.754,38.574,22.949,54.688,44.922
1587019734.744,68.848,40.039,26.855,60.059,18.066
1587019734.748,5.859,40.527,28.320,4.883,17.090
1587019734.752,-5.859,38.086,28.809,-6.836,5.371
1587019734.756,51.758,34.668,31.250,45.898,-2.441
1587019734.760,67.383,35.156,35.156,74.219,2.441
1587019734.764,18.066,37.598,38.574,32.227,10.742
1587019734.768,-12.695,36.621,34.668,-4.883,-35.645
1587019734.772,31.738,35.645,31.738,32.715,-27.344
1587019734.776,75.684,35.645,33.691,78.613,-9.277
1587019734.780,34.180,37.109,37.109,44.922,56.641
1587019734.783,-13.184,39.551,38.086,-0.977,128.906
1587019734.787,20.508,37.598,37.598,18.555,84.473
1587019734.791,73.242,35.156,33.691,67.383,73.242
1587019734.795,62.012,37.598,32.715,59.082,56.152
1587019734.799,11.230,40.527,36.621,10.254,32.227
1587019734.803,19.043,35.645,34.180,9.766,41.504
1587019734.807,82.520,30.273,27.832,60.059,64.453
1587019734.811,86.914,33.203,30.762,71.777,90.820
1587019734.815,28.320,37.598,35.645,25.879,71.289
1587019734.819,16.602,40.527,34.180,1.465,42.969
1587019734.822,69.336,35.645,26.855,36.133,34.668
1587019734.826,89.844,33.203,27.344,63.477,25.391
1587019734.830,40.039,39.551,30.762,20.020,-31.738
1587019734.834,-2.930,40.527,27.832,-21.484,15.625
1587019734.838,37.598,31.250,24.902,8.789,60.547
1587019734.842,80.566,32.715,26.367,61.035,1.953
1587019734.846,41.016,35.645,28.320,40.527,13.672
1587019734.850,-19.531,31.738,27.344,-11.719,2.441
1587019734.854,4.395,32.227,27.344,4.883,-0.488
1587019734.858,65.918,30.762,29.297,63.965,70.801
1587019734.862,55.176,30.762,30.273,61.523,25.391
1587019734.865,-1.465,31.738,31.738,3.906,31.250
1587019734.869,-8.789,29.297,32.227,-1.953,62.988
1587019734.873,47.852,28.320,31.250,47.852,39.551
1587019734.877,70.801,31.250,29.785,62.500,12.207
1587019734.881,10.742,31.738,30.762,14.648,-4.883
1587019734.885,-12.695,30.762,30.273,-11.719,24.902
1587019734.889,40.527,30.273,30.273,25.879,55.664
